时间戳,栋舍编号,温度,湿度,氨气浓度(ppm),CO2浓度(ppm),光照强度(lux),噪声(dB),通风能耗kWh,加热能耗kWh,降温能耗kWh
2026-06-18 02:26:50,1号栋,22.34,67.71,20.44,1792.57,3436.61,52.37,58.74,0,14.88
2026-06-18 02:41:50,1号栋,21.54,67.18,16.1,2071.2,3100.69,53.54,63.85,0,21.24
2026-06-18 02:56:50,1号栋,21.33,72.86,15.85,2429.9,2500.26,53.12,71.37,0,40.18
2026-06-18 03:11:50,1号栋,22.03,68.48,17.21,2166.25,3434.87,53.13,67.2,0,43.11
2026-06-18 03:26:50,1号栋,22.27,69.88,14.28,1572.51,3183.41,52.93,55.99,0,31.95
2026-06-18 03:41:50,1号栋,22.05,71.52,17.49,1949.27,3484.3,52.69,66.29,0,26.18
2026-06-18 03:56:50,1号栋,21.76,69.43,17.35,2194.62,2854.89,49.45,56.55,0,36.35
2026-06-18 04:11:50,1号栋,22.35,68.77,19.29,1956.26,2696.65,52.8,56.33,0,22.27
2026-06-18 04:26:50,1号栋,22.41,70.24,17.3,2160.05,4374.76,52.43,63.99,0,25.93
2026-06-18 04:41:50,1号栋,22.07,68.09,16.36,2170.55,4642.59,51.69,56.87,0,29.5
2026-06-18 04:56:50,1号栋,22.7,69.79,19.89,1613.38,2274.59,52.13,72.32,0,17.47
2026-06-18 05:11:50,1号栋,21.48,70.4,17.81,1880.62,3532.91,51.18,61.84,0,24.99
2026-06-18 05:26:50,1号栋,23.23,63.55,15.61,1873.45,3897.5,52.04,69.59,0,15.13
2026-06-18 05:41:50,1号栋,23.0,70.38,21.03,2002.31,4187.9,49.51,37.58,0,36.76
2026-06-18 05:56:50,1号栋,22.98,71.62,14.57,2202.64,4960.08,53.96,64.25,0,30.07
2026-06-18 06:11:50,1号栋,22.71,71.97,16.1,2199.56,3842.56,50.76,75.71,0,27.22
2026-06-18 06:26:50,1号栋,24.22,69.1,13.64,2277.07,4329.13,54.52,62.36,0,17.66
2026-06-18 06:41:50,1号栋,23.58,73.65,18.31,2087.15,5161.75,53.54,63.89,0,21.27
2026-06-18 06:56:50,1号栋,23.62,71.33,15.65,2383.56,4578.22,51.34,71.78,0,27.71
2026-06-18 07:11:50,1号栋,24.4,68.68,17.2,2197.37,5367.92,49.13,50.99,0,37.44
2026-06-18 07:26:50,1号栋,23.95,68.21,14.6,1882.71,4211.57,52.92,55.99,0,22.27
2026-06-18 07:41:50,1号栋,23.98,69.99,21.51,1796.28,5802.16,55.07,54.2,0,31.63
2026-06-18 07:56:50,1号栋,23.79,69.63,20.34,2219.78,5476.78,52.26,47.05,0,28.33
2026-06-18 08:11:50,1号栋,25.1,66.21,15.21,2123.91,5287.77,51.53,58.31,0,19.28
2026-06-18 08:26:50,1号栋,24.01,70.67,14.71,1779.08,5465.08,54.58,60.04,0,26.28
2026-06-18 08:41:50,1号栋,24.52,65.77,18.31,2175.35,5575.44,55.13,50.99,0,39.02
2026-06-18 08:56:50,1号栋,24.58,68.59,17.28,2077.21,6390.23,50.97,54.66,0,38.29
2026-06-18 09:11:50,1号栋,24.61,71.06,20.72,2018.3,6599.61,50.81,69.85,0,31.6
2026-06-18 09:26:50,1号栋,25.15,67.97,14.0,2199.31,5227.23,52.49,71.99,0,31.83
2026-06-18 09:41:50,1号栋,25.89,71.31,16.01,2104.12,6235.25,49.96,53.54,0,27.29
2026-06-18 09:56:50,1号栋,23.89,69.36,16.82,1764.08,6461.04,54.55,64.22,0,27.41
2026-06-18 10:11:50,1号栋,25.53,70.62,17.93,1933.74,6764.66,55.51,56.8,0,47.84
2026-06-18 10:26:50,1号栋,24.97,69.33,15.97,2143.31,5755.25,52.03,51.56,0,31.08
2026-06-18 10:41:50,1号栋,25.73,70.55,12.58,2507.07,6774.0,51.57,64.43,0,32.86
2026-06-18 10:56:50,1号栋,24.9,69.66,16.1,2017.79,6283.22,50.25,63.91,0,34.68
2026-06-18 11:11:50,1号栋,25.69,70.9,17.97,1992.11,7277.16,50.4,53.84,0,23.66
2026-06-18 11:26:50,1号栋,25.97,71.15,18.29,2313.04,6417.69,53.82,61.73,0,38.72
2026-06-18 11:41:50,1号栋,25.37,68.49,18.4,2273.89,6523.16,53.0,52.1,0,10.76
2026-06-18 11:56:50,1号栋,25.53,70.48,17.84,1708.75,6681.91,48.68,76.46,0,22.37
2026-06-18 12:11:50,1号栋,26.13,71.15,15.52,1872.1,7111.3,51.43,64.09,0,28.39
2026-06-18 12:26:50,1号栋,24.61,64.8,17.77,1986.35,6659.57,54.51,74.04,0,27.82
2026-06-18 12:41:50,1号栋,25.33,70.26,14.61,2143.29,7212.05,54.48,43.3,0,24.56
2026-06-18 12:56:50,1号栋,25.06,69.46,18.28,2398.0,6688.63,52.12,74.03,0,32.49
2026-06-18 13:11:50,1号栋,26.06,69.84,15.01,1832.03,6081.57,54.44,74.92,0,46.92
2026-06-18 13:26:50,1号栋,25.85,71.59,16.16,1867.38,7282.37,53.96,64.0,0,34.8
2026-06-18 13:41:50,1号栋,25.59,71.83,19.91,2207.5,7280.23,54.15,58.18,0,37.24
2026-06-18 13:56:50,1号栋,24.73,71.37,14.93,2155.82,6434.75,54.23,62.03,0,17.24
2026-06-18 14:11:50,1号栋,25.44,68.1,19.08,2098.92,6824.07,51.2,56.83,0,27.21
2026-06-18 14:26:50,1号栋,25.66,72.62,15.71,2314.03,5541.52,50.73,53.24,0,20.5
2026-06-18 14:41:50,1号栋,24.44,70.09,16.89,2174.54,6971.59,53.65,68.8,0,29.44
2026-06-18 14:56:50,1号栋,24.64,71.38,16.14,1911.54,6537.4,51.29,58.14,0,32.75
2026-06-18 15:11:50,1号栋,25.09,67.47,16.34,2313.53,6507.13,57.27,74.34,0,39.33
2026-06-18 15:26:50,1号栋,24.22,70.79,17.21,1988.46,6342.94,55.01,67.12,0,22.97
2026-06-18 15:41:50,1号栋,25.28,67.99,17.75,2037.99,6149.5,54.65,52.24,0,46.13
2026-06-18 15:56:50,1号栋,24.0,68.07,18.06,2215.52,6208.69,53.01,66.11,0,28.15
2026-06-18 16:11:50,1号栋,25.19,70.94,19.07,1905.43,5740.4,52.52,52.54,0,33.27
2026-06-18 16:26:50,1号栋,24.23,70.57,15.18,2442.47,5331.93,53.56,70.03,0,25.43
2026-06-18 16:41:50,1号栋,24.92,66.8,20.22,2101.49,5481.89,52.52,70.55,0,25.32
2026-06-18 16:56:50,1号栋,24.12,68.82,14.97,2462.77,5496.9,54.78,64.16,0,22.12
2026-06-18 17:11:50,1号栋,24.01,70.83,16.94,2337.28,5733.23,54.96,57.41,0,21.36
2026-06-18 17:26:50,1号栋,23.71,69.65,18.41,1664.34,5218.42,53.44,59.08,0,40.33
2026-06-18 17:41:50,1号栋,24.23,71.88,16.89,2286.15,6040.01,55.74,51.19,0,27.97
2026-06-18 17:56:50,1号栋,23.84,70.24,18.69,1930.88,5256.39,49.08,76.34,0,25.9
2026-06-18 18:11:50,1号栋,23.53,68.64,19.61,1531.16,4615.77,52.91,57.23,0,43.81
2026-06-18 18:26:50,1号栋,23.05,70.8,18.03,2350.96,4290.48,51.65,72.49,0,33.4
2026-06-18 18:41:50,1号栋,22.73,68.18,18.09,2266.21,4284.46,47.29,66.6,0,20.24
2026-06-18 18:56:50,1号栋,22.49,63.6,18.95,2124.38,4511.25,55.9,67.62,0,42.93
2026-06-18 19:11:50,1号栋,22.28,69.19,14.09,2052.78,3901.37,54.37,61.6,0,34.99
2026-06-18 19:26:50,1号栋,23.33,73.57,16.69,1910.45,4148.72,51.52,76.49,0,27.73
2026-06-18 19:41:50,1号栋,22.7,68.32,18.76,2067.11,3704.84,56.45,52.79,0,30.28
2026-06-18 19:56:50,1号栋,23.31,66.0,18.28,1887.64,4437.07,51.19,68.58,0,38.85
2026-06-18 20:11:50,1号栋,22.93,69.76,16.86,1983.37,4203.57,51.72,51.09,0,35.32
2026-06-18 20:26:50,1号栋,22.1,67.36,14.43,2002.08,3426.7,53.61,70.56,0,34.22
2026-06-18 20:41:50,1号栋,22.4,68.86,18.34,2353.17,3531.21,52.18,51.27,0,18.44
2026-06-18 20:56:50,1号栋,22.83,70.42,18.47,2072.93,4171.52,52.15,70.97,0,29.69
2026-06-18 21:11:50,1号栋,21.78,70.45,18.14,2170.05,3029.86,53.04,84.77,0,39.47
2026-06-18 21:26:50,1号栋,22.45,69.48,19.33,2202.26,3002.32,52.51,60.41,0,4.64
2026-06-18 21:41:50,1号栋,22.19,68.28,20.51,2102.53,2394.74,53.02,50.63,0,33.79
2026-06-18 21:56:50,1号栋,22.23,71.18,15.74,2105.46,2306.71,54.52,66.3,0,33.97
2026-06-18 22:11:50,1号栋,21.77,70.09,20.53,2041.64,2691.11,50.95,52.2,0,30.78
2026-06-18 22:26:50,1号栋,22.32,68.75,16.85,2017.28,2354.41,53.71,46.19,0,40.25
2026-06-18 22:41:50,1号栋,21.43,70.7,14.78,2232.43,2957.76,53.89,50.77,0,32.0
2026-06-18 22:56:50,1号栋,21.17,68.76,19.38,2258.0,2629.38,51.17,67.04,0,30.16
2026-06-18 23:11:50,1号栋,20.41,70.83,17.27,2339.15,1843.18,46.77,62.99,0,32.33
2026-06-18 23:26:50,1号栋,20.72,67.3,22.83,2037.54,2756.3,51.82,39.46,0,28.64
2026-06-18 23:41:50,1号栋,21.43,68.46,17.09,2151.51,2315.76,50.59,65.58,0,14.41
2026-06-18 23:56:50,1号栋,20.54,70.74,18.33,2087.18,1693.09,51.7,57.64,0,17.23
2026-06-19 00:11:50,1号栋,21.13,70.57,20.17,2014.77,2690.28,49.29,67.16,0,23.57
2026-06-19 00:26:50,1号栋,21.65,68.77,19.96,1923.77,2625.84,52.56,59.24,0,28.53
2026-06-19 00:41:50,1号栋,21.08,69.23,17.19,2146.91,2354.29,54.72,69.77,0,21.6
2026-06-19 00:56:50,1号栋,21.93,66.89,18.5,2222.61,1356.38,53.31,56.28,0,23.93
2026-06-19 01:11:50,1号栋,22.24,67.95,15.71,2113.8,2733.61,52.84,72.78,0,34.25
2026-06-19 01:26:50,1号栋,20.48,68.2,16.2,2194.53,1078.41,58.22,65.55,0,31.19
2026-06-19 01:41:50,1号栋,22.16,73.95,19.06,2288.42,2456.16,52.84,56.32,0,23.39
2026-06-19 01:56:50,1号栋,21.22,66.56,17.17,1761.72,2486.28,53.05,62.08,0,25.82
2026-06-19 02:11:50,1号栋,23.3,71.98,14.83,2145.23,2317.79,51.09,48.25,0,33.46
2026-06-19 02:26:50,1号栋,21.43,71.2,19.31,2373.44,2195.6,54.07,67.04,0,26.21
2026-06-19 02:41:50,1号栋,21.38,72.48,17.77,2225.85,2210.75,50.68,55.0,0,29.01
2026-06-19 02:56:50,1号栋,21.23,69.24,13.94,1874.65,2957.25,54.33,56.7,0,21.86
2026-06-19 03:11:50,1号栋,21.57,68.51,18.61,2284.31,2740.95,50.81,63.46,0,23.41
2026-06-19 03:26:50,1号栋,21.82,71.91,18.97,2130.25,2353.26,53.54,71.54,0,26.99
2026-06-19 03:41:50,1号栋,22.76,71.85,20.65,2159.71,3282.91,55.95,65.85,0,25.99
2026-06-19 03:56:50,1号栋,21.86,69.74,14.74,2070.01,3537.49,48.74,76.27,0,38.98
2026-06-19 04:11:50,1号栋,22.27,70.35,17.33,2344.66,3959.4,50.32,67.01,0,28.35
2026-06-19 04:26:50,1号栋,22.54,67.8,20.82,2306.67,3098.17,50.45,57.41,0,33.48
2026-06-19 04:41:50,1号栋,22.62,71.77,18.9,2292.57,3631.48,50.34,59.35,0,38.48
2026-06-19 04:56:50,1号栋,22.47,70.27,16.68,1892.7,3406.38,53.74,54.68,0,28.11
2026-06-19 05:11:50,1号栋,22.51,71.5,16.73,2389.21,4790.05,52.96,51.17,0,13.31
2026-06-19 05:26:50,1号栋,22.24,66.51,20.08,2121.82,4220.48,48.68,49.14,0,37.1
2026-06-19 05:41:50,1号栋,23.12,68.97,18.45,2425.82,3915.15,53.26,63.49,0,49.14
2026-06-19 05:56:50,1号栋,21.93,70.63,17.09,2212.01,3696.99,53.02,68.08,0,54.9
2026-06-19 06:11:50,1号栋,23.9,67.56,16.47,2007.98,3726.25,52.46,69.28,0,19.81
2026-06-19 06:26:50,1号栋,24.02,70.24,15.85,2070.35,5423.24,54.59,62.1,0,28.1
2026-06-19 06:41:50,1号栋,23.54,68.24,13.11,2507.09,4701.74,53.92,61.19,0,24.12
2026-06-19 06:56:50,1号栋,23.41,66.06,21.87,1851.76,4108.09,52.24,74.58,0,30.12
2026-06-19 07:11:50,1号栋,23.4,71.77,18.78,2206.35,5580.34,57.91,83.55,0,24.51
2026-06-19 07:26:50,1号栋,24.83,70.03,18.32,1760.2,5137.28,51.49,70.69,0,38.57
2026-06-19 07:41:50,1号栋,22.98,69.22,19.56,2061.32,5587.01,53.82,64.91,0,27.83
2026-06-19 07:56:50,1号栋,23.41,67.02,18.74,2102.55,5153.22,52.27,58.65,0,38.38
2026-06-19 08:11:50,1号栋,24.33,66.58,18.81,2057.68,5795.79,56.34,61.96,0,32.31
2026-06-19 08:26:50,1号栋,23.91,68.82,18.54,1787.58,5880.52,53.32,62.37,0,38.3
2026-06-19 08:41:50,1号栋,24.67,72.22,15.33,2125.84,5822.33,50.98,71.9,0,48.6
2026-06-19 08:56:50,1号栋,24.49,70.27,17.49,1955.94,4869.71,51.71,48.33,0,43.63
2026-06-19 09:11:50,1号栋,24.85,68.57,19.1,1874.31,5875.5,53.26,72.72,0,34.01
2026-06-19 09:26:50,1号栋,25.04,69.42,18.12,2138.99,5743.95,53.21,51.78,0,30.72
2026-06-19 09:41:50,1号栋,24.67,74.34,17.24,1817.81,6191.84,54.16,79.07,0,25.28
2026-06-19 09:56:50,1号栋,24.12,70.89,14.56,2011.43,6130.12,52.98,68.95,0,24.53
2026-06-19 10:11:50,1号栋,25.09,69.23,17.62,2118.22,6844.36,54.81,66.47,0,33.82
2026-06-19 10:26:50,1号栋,24.44,69.36,18.28,2244.45,6280.18,51.8,56.48,0,34.29
2026-06-19 10:41:50,1号栋,25.75,68.45,19.14,2123.35,6564.21,52.7,70.34,0,34.1
2026-06-19 10:56:50,1号栋,26.37,67.56,18.36,1992.82,6191.71,53.1,64.56,0,56.08
2026-06-19 11:11:50,1号栋,25.34,67.0,17.87,1683.73,6811.35,53.15,70.61,0,38.46
2026-06-19 11:26:50,1号栋,25.18,68.96,15.79,1873.05,7012.28,50.57,58.44,0,22.4
2026-06-19 11:41:50,1号栋,25.7,72.86,14.72,1728.05,6794.89,53.15,65.04,0,27.84
2026-06-19 11:56:50,1号栋,25.33,70.0,19.4,1707.65,6672.86,53.55,53.49,0,44.51
2026-06-19 12:11:50,1号栋,25.18,69.18,18.43,1980.4,6012.83,52.26,72.88,0,27.67
2026-06-19 12:26:50,1号栋,25.07,71.11,16.66,1996.63,7010.84,54.66,86.35,0,36.77
2026-06-19 12:41:50,1号栋,26.08,68.25,15.27,2111.12,6989.7,50.96,61.29,0,35.35
2026-06-19 12:56:50,1号栋,25.68,70.27,17.9,1997.26,6679.16,50.72,80.69,0,31.46
2026-06-19 13:11:50,1号栋,25.32,67.4,23.19,1883.99,6642.91,53.95,68.66,0,38.3
2026-06-19 13:26:50,1号栋,26.33,70.27,15.21,2047.27,7011.25,57.26,49.19,0,42.29
2026-06-19 13:41:50,1号栋,25.52,70.94,17.12,1930.17,7232.77,54.43,72.48,0,30.93
2026-06-19 13:56:50,1号栋,25.13,66.14,18.96,2183.44,6374.44,52.04,57.9,0,18.4
2026-06-19 14:11:50,1号栋,24.82,66.99,16.49,1950.92,5812.86,57.17,74.94,0,23.77
2026-06-19 14:26:50,1号栋,25.37,70.1,19.7,1934.94,7172.41,52.02,49.32,0,36.53
2026-06-19 14:41:50,1号栋,25.88,74.44,14.92,2238.44,6421.46,54.69,48.23,0,21.65
2026-06-19 14:56:50,1号栋,24.84,69.42,16.04,2230.47,7139.8,54.32,78.61,0,33.33
2026-06-19 15:11:50,1号栋,24.3,71.99,16.11,2280.74,7045.8,54.03,47.19,0,22.65
2026-06-19 15:26:50,1号栋,25.57,68.92,17.48,2250.42,6607.09,53.68,60.7,0,28.65
2026-06-19 15:41:50,1号栋,25.34,70.37,16.81,2315.08,6194.41,51.42,55.08,0,22.85
2026-06-19 15:56:50,1号栋,24.78,71.73,15.71,2136.35,5930.59,52.6,47.29,0,28.24
2026-06-19 16:11:50,1号栋,24.4,70.34,17.77,1858.98,6322.19,53.54,64.18,0,29.93
2026-06-19 16:26:50,1号栋,24.24,69.7,18.27,1749.28,5510.71,52.61,64.68,0,39.55
2026-06-19 16:41:50,1号栋,24.11,68.26,16.29,1938.35,5606.5,54.66,51.52,0,33.42
2026-06-19 16:56:50,1号栋,23.65,68.14,16.66,2433.63,5642.69,48.72,41.83,0,30.27
2026-06-19 17:11:50,1号栋,24.32,70.01,17.66,2331.11,4952.68,54.91,45.84,0,22.76
2026-06-19 17:26:50,1号栋,23.11,68.71,17.23,2121.48,5253.42,51.26,59.65,0,18.02
2026-06-19 17:41:50,1号栋,24.7,68.65,16.34,2416.45,4601.35,50.87,51.39,0,29.46
2026-06-19 17:56:50,1号栋,24.23,70.74,22.46,1648.77,5526.84,52.01,56.25,0,25.04
2026-06-12 18:11:50,2号栋,33.38,58.05,16.65,1153.42,5696.4,68.69,67.72,0,47.95
2026-06-12 18:26:50,2号栋,24.0,62.68,19.79,1735.62,5099.72,68.99,50.12,0,26.82
2026-06-12 18:41:50,2号栋,24.97,61.26,17.61,1590.26,5280.33,70.67,60.43,0,38.95
2026-06-12 18:56:50,2号栋,24.44,60.03,17.79,1764.24,5691.39,69.66,58.4,0,14.19
2026-06-12 19:11:50,2号栋,23.9,58.72,19.38,1350.93,5726.67,68.19,60.17,0,35.25
2026-06-12 19:26:50,2号栋,24.67,61.03,17.77,1234.22,4920.65,67.14,63.4,0,27.24
2026-06-12 19:41:50,2号栋,24.53,59.85,19.2,1825.81,5434.59,68.25,56.25,0,24.93
2026-06-12 19:56:50,2号栋,23.76,59.99,20.83,1544.63,4588.79,71.91,65.08,0,18.74
2026-06-12 20:11:50,2号栋,23.48,61.3,22.72,1367.39,5022.6,71.17,55.46,0,27.78
2026-06-12 20:26:50,2号栋,23.19,60.67,19.24,1720.94,5079.67,66.87,41.92,0,29.83
2026-06-12 20:41:50,2号栋,23.85,61.57,18.66,1613.96,5292.3,69.13,58.19,0,26.0
2026-06-12 20:56:50,2号栋,23.62,64.35,18.95,1585.05,4293.42,70.57,81.41,0,33.6
2026-06-12 21:11:50,2号栋,23.33,61.15,14.55,1738.04,3975.57,69.23,54.55,0,26.92
2026-06-12 21:26:50,2号栋,23.08,63.12,18.56,2005.54,4123.91,65.82,60.26,0,24.79
2026-06-12 21:41:50,2号栋,22.19,64.27,20.72,1695.65,3991.18,65.61,56.26,0,36.73
2026-06-12 21:56:50,2号栋,22.76,56.01,18.86,1560.66,3976.26,69.83,67.76,0,32.07
2026-06-12 22:11:50,2号栋,23.57,58.04,20.32,1714.32,2808.28,65.36,54.33,0,24.71
2026-06-12 22:26:50,2号栋,23.35,59.85,17.6,1466.68,3987.38,68.4,59.88,0,29.12
2026-06-12 22:41:50,2号栋,23.62,59.58,21.95,1631.11,3347.85,73.37,51.25,0,27.17
2026-06-12 22:56:50,2号栋,22.36,62.98,22.69,1922.99,4040.04,67.98,57.53,0,16.63
2026-06-12 23:11:50,2号栋,23.79,62.01,18.33,1854.62,2639.68,69.18,60.17,0,35.11
2026-06-12 23:26:50,2号栋,22.74,58.17,19.47,1798.78,3111.45,69.92,50.92,0,29.79
2026-06-12 23:41:50,2号栋,22.46,62.57,19.38,1727.02,3669.91,69.75,63.96,0,22.01
2026-06-12 23:56:50,2号栋,22.77,60.01,18.63,1514.1,2636.1,64.46,54.7,0,31.55
2026-06-13 00:11:50,2号栋,22.03,61.11,23.12,1793.62,3844.82,69.15,72.69,0,24.21
2026-06-13 00:26:50,2号栋,22.38,55.6,21.69,1897.07,2746.46,67.86,53.65,0,33.06
2026-06-13 00:41:50,2号栋,23.27,57.59,20.13,1533.68,3079.75,69.29,59.75,0,29.17
2026-06-13 00:56:50,2号栋,22.6,63.02,20.15,1633.13,2387.58,67.61,70.29,0,30.3
2026-06-13 01:11:50,2号栋,23.1,64.61,21.39,1607.64,2870.56,63.26,59.87,0,27.39
2026-06-13 01:26:50,2号栋,22.97,60.77,18.67,1233.13,2656.08,69.32,78.64,0,29.22
2026-06-13 01:41:50,2号栋,22.94,62.98,17.69,1662.37,2755.81,70.1,62.98,0,32.39
2026-06-13 01:56:50,2号栋,22.38,62.49,23.48,1387.43,2956.18,68.83,69.05,0,25.52
2026-06-13 02:11:50,2号栋,21.56,63.79,20.84,1240.42,3124.28,71.51,75.26,0,37.51
2026-06-13 02:26:50,2号栋,22.88,61.24,19.05,1814.66,2990.14,66.76,71.54,0,29.65
2026-06-13 02:41:50,2号栋,23.66,59.73,19.21,1404.53,3431.74,65.41,56.95,0,18.51
2026-06-13 02:56:50,2号栋,23.32,62.51,15.85,1855.79,4676.77,68.46,55.25,0,52.59
2026-06-13 03:11:50,2号栋,22.63,61.12,19.67,1858.04,4088.35,67.37,51.8,0,27.27
2026-06-13 03:26:50,2号栋,22.79,61.17,18.19,1290.2,4536.06,67.38,48.71,0,28.65
2026-06-13 03:41:50,2号栋,23.32,57.58,19.98,1379.58,4764.0,69.42,57.66,0,24.04
2026-06-13 03:56:50,2号栋,23.24,62.3,19.26,1545.58,3937.67,67.16,58.19,0,13.31
2026-06-13 04:11:50,2号栋,24.19,61.67,17.77,1968.76,4578.09,66.3,70.66,0,33.18
2026-06-13 04:26:50,2号栋,23.9,60.22,20.22,1536.66,4812.55,64.56,57.61,0,43.78
2026-06-13 04:41:50,2号栋,23.32,59.87,18.42,1346.05,3430.44,67.91,63.02,0,29.58
2026-06-13 04:56:50,2号栋,23.63,61.16,21.36,1550.92,4247.54,67.81,67.61,0,41.3
2026-06-13 05:11:50,2号栋,23.87,61.27,19.99,1390.49,5273.89,65.44,44.25,0,32.93
2026-06-13 05:26:50,2号栋,23.99,61.48,19.28,1393.73,5241.05,65.9,75.91,0,19.15
2026-06-13 05:41:50,2号栋,24.09,58.99,20.46,1522.72,5004.35,70.08,62.34,0,34.13
2026-06-13 05:56:50,2号栋,23.7,58.27,19.53,1525.24,5576.9,68.21,63.9,0,17.01
2026-06-13 06:11:50,2号栋,25.65,60.75,20.71,1421.79,6200.11,65.76,67.34,0,28.45
2026-06-13 06:26:50,2号栋,24.72,62.47,16.85,1452.11,6274.76,72.57,60.98,0,34.73
2026-06-13 06:41:50,2号栋,24.65,64.96,15.82,1607.93,5233.33,63.36,65.3,0,31.12
2026-06-13 06:56:50,2号栋,24.56,60.86,25.51,1537.37,6301.16,67.07,65.23,0,28.09
2026-06-13 07:11:50,2号栋,25.02,64.71,21.67,1616.36,5676.42,67.65,89.54,0,28.19
2026-06-13 07:26:50,2号栋,25.77,63.96,19.75,1420.65,5610.87,69.74,54.74,0,32.96
2026-06-13 07:41:50,2号栋,24.6,60.54,19.38,1642.73,6271.11,70.76,56.33,0,16.6
2026-06-13 07:56:50,2号栋,25.17,61.14,19.64,1861.44,6710.3,68.13,51.55,0,36.9
2026-06-13 08:11:50,2号栋,25.8,60.23,15.51,1877.89,6943.79,67.19,66.48,0,22.02
2026-06-13 08:26:50,2号栋,24.96,56.83,20.76,1479.97,9021.26,66.38,53.26,0,25.48
2026-06-13 08:41:50,2号栋,25.83,60.13,20.54,1393.29,6866.83,64.77,40.68,0,27.51
2026-06-13 08:56:50,2号栋,25.55,59.81,21.8,1834.62,7390.23,64.78,57.11,0,26.31
2026-06-13 09:11:50,2号栋,25.79,59.68,18.01,1511.7,7865.95,68.79,66.5,0,24.29
2026-06-13 09:26:50,2号栋,26.75,59.11,16.08,1665.17,7775.02,69.01,39.34,0,44.65
2026-06-13 09:41:50,2号栋,26.45,58.07,16.36,1923.46,7815.03,66.7,40.57,0,30.1
2026-06-13 09:56:50,2号栋,26.0,62.51,16.52,1284.95,8409.2,70.38,47.29,0,40.66
2026-06-13 10:11:50,2号栋,26.46,63.26,19.18,1084.55,8588.16,70.49,54.29,0,29.81
2026-06-13 10:26:50,2号栋,26.35,55.28,22.66,1408.73,8917.01,68.2,75.75,0,35.95
2026-06-13 10:41:50,2号栋,26.32,59.29,20.91,1214.32,8987.09,66.17,75.68,0,33.93
2026-06-13 10:56:50,2号栋,26.76,61.24,15.81,1416.86,9000.34,68.7,75.19,0,36.74
2026-06-13 11:11:50,2号栋,26.15,59.48,19.52,1126.2,9802.87,69.25,75.35,0,19.66
2026-06-13 11:26:50,2号栋,27.26,65.54,16.67,1743.29,8966.7,65.28,68.56,0,41.19
2026-06-13 11:41:50,2号栋,26.34,63.41,15.98,1290.06,9034.44,68.42,56.0,0,39.15
2026-06-13 11:56:50,2号栋,26.9,62.79,19.07,1709.53,8743.32,72.48,55.33,0,50.65
2026-06-13 12:11:50,2号栋,26.72,58.32,22.05,1614.19,9494.72,70.82,66.74,0,28.71
2026-06-13 12:26:50,2号栋,27.19,61.08,20.69,1158.26,9292.64,67.09,80.13,0,39.37
2026-06-13 12:41:50,2号栋,26.82,62.05,17.32,1913.66,10064.84,69.16,79.32,0,29.1
2026-06-13 12:56:50,2号栋,26.31,61.16,20.19,1510.21,9338.04,68.98,53.17,0,36.76
2026-06-13 13:11:50,2号栋,27.07,61.42,21.62,1345.53,9200.12,66.03,52.39,0,29.09
2026-06-13 13:26:50,2号栋,26.17,59.98,18.89,1756.44,8805.57,65.2,74.48,0,25.63
2026-06-13 13:41:50,2号栋,26.61,61.97,19.71,1807.85,9205.65,66.65,85.09,0,34.77
2026-06-13 13:56:50,2号栋,26.56,63.0,19.81,1668.86,10212.24,67.82,60.1,0,34.06
2026-06-13 14:11:50,2号栋,26.97,58.06,15.38,1471.59,7847.18,67.52,68.51,0,26.82
2026-06-13 14:26:50,2号栋,25.72,61.21,21.04,1250.02,9074.26,70.01,72.4,0,41.19
2026-06-13 14:41:50,2号栋,27.54,60.36,19.53,1505.72,8665.13,71.44,50.32,0,28.19
2026-06-13 14:56:50,2号栋,27.13,63.12,18.59,1759.89,8834.75,71.37,64.31,0,42.46
2026-06-13 15:11:50,2号栋,27.44,62.27,19.41,1733.5,8001.08,73.15,65.52,0,32.7
2026-06-13 15:26:50,2号栋,25.7,63.27,21.05,1489.54,8471.95,65.35,64.7,0,35.02
2026-06-13 15:41:50,2号栋,26.97,59.53,16.76,1409.92,7515.44,71.04,78.97,0,36.51
2026-06-13 15:56:50,2号栋,26.73,61.34,19.13,1522.4,8028.53,65.27,66.01,0,33.14
2026-06-13 16:11:50,2号栋,26.08,61.26,18.99,1414.77,7593.7,69.85,51.61,0,32.85
2026-06-13 16:26:50,2号栋,25.82,59.64,18.14,1635.13,6990.92,69.07,53.96,0,40.14
2026-06-13 16:41:50,2号栋,26.87,59.35,20.38,1443.66,8078.11,65.84,68.24,0,26.76
2026-06-13 16:56:50,2号栋,25.6,59.01,20.96,1421.61,7833.61,67.68,61.66,0,32.38
2026-06-13 17:11:50,2号栋,24.84,61.5,22.38,1433.39,7414.43,71.37,54.26,0,18.36
2026-06-13 17:26:50,2号栋,25.37,59.98,23.05,1595.97,6427.43,66.08,73.59,0,26.18
2026-06-13 17:41:50,2号栋,25.24,62.99,18.35,1579.82,6820.24,69.74,68.53,0,28.73
2026-06-13 17:56:50,2号栋,25.25,60.33,16.36,1640.53,7774.62,66.6,54.9,0,23.54
2026-06-13 18:11:50,2号栋,25.07,61.97,19.0,1405.41,6092.29,65.24,63.97,0,37.11
2026-06-13 18:26:50,2号栋,24.08,58.01,22.47,1466.66,6614.08,68.06,60.42,0,33.51
